session_id,user_id,scenario_id,difficulty_level,user_response,response_time_sec,choice_made,clarity_score,coping_score,avoidance_score,overall_score,feedback_text,source
S0451,U0260,SCN_006,medium,একটা কাজ করি,13,avoid,4,5,2,4.0,Try naming your feeling and one small next step.,synthetic_demo
S0452,U0372,SCN_005,hard,talk to friend,14,help_seek,4,2,3,1.7,Try naming your feeling and one small next step.,synthetic_demo
S0453,U0216,SCN_002,medium,একটা কাজ করি,26,help_seek,4,4,1,3.7,Try naming your feeling and one small next step.,synthetic_demo
S0454,U0028,SCN_010,hard,run away,40,cope,5,2,3,2.0,Try naming your feeling and one small next step.,synthetic_demo
S0455,U0272,SCN_008,medium,সাহায্য চাই,29,cope,5,5,1,4.7,Try naming your feeling and one small next step.,synthetic_demo
S0456,U0292,SCN_003,medium,grounding,12,help_seek,5,1,4,1.0,Try naming your feeling and one small next step.,synthetic_demo
S0457,U0161,SCN_003,hard,break into steps,6,cope,3,4,2,3.0,Try naming your feeling and one small next step.,synthetic_demo
S0458,U0251,SCN_008,easy,quit,11,engage,3,1,3,1.0,Try naming your feeling and one small next step.,synthetic_demo
S0459,U0003,SCN_007,easy,এড়িয়ে,37,avoid,5,2,4,1.7,Try naming your feeling and one small next step.,synthetic_demo
S0460,U0347,SCN_006,easy,deep breath,43,avoid,2,4,1,3.0,Try naming your feeling and one small next step.,synthetic_demo
S0461,U0197,SCN_004,hard,give up,40,help_seek,2,2,3,1.0,Try naming your feeling and one small next step.,synthetic_demo
S0462,U0234,SCN_003,hard,break into steps,36,help_seek,4,3,2,2.7,Try naming your feeling and one small next step.,synthetic_demo
S0463,U0385,SCN_007,easy,grounding,13,engage,4,2,4,1.3,Try naming your feeling and one small next step.,synthetic_demo
S0464,U0376,SCN_001,easy,একটা কাজ করি,40,avoid,3,3,1,2.7,Try naming your feeling and one small next step.,synthetic_demo
S0465,U0193,SCN_002,hard,give up,19,cope,2,3,5,1.0,Try naming your feeling and one small next step.,synthetic_demo
S0466,U0025,SCN_010,hard,ask for help,10,engage,2,5,1,3.7,Try naming your feeling and one small next step.,synthetic_demo
S0467,U0243,SCN_008,hard,এড়িয়ে,12,avoid,4,1,5,1.0,Try naming your feeling and one small next step.,synthetic_demo
S0468,U0340,SCN_001,hard,run away,20,avoid,2,2,5,1.0,Try naming your feeling and one small next step.,synthetic_demo
S0469,U0145,SCN_007,easy,talk to friend,9,engage,2,3,5,1.0,Try naming your feeling and one small next step.,synthetic_demo
S0470,U0361,SCN_004,medium,সাহায্য চাই,21,avoid,4,4,1,3.7,Try naming your feeling and one small next step.,synthetic_demo
S0471,U0170,SCN_001,easy,I feel nervous,3,cope,5,1,5,1.0,Try naming your feeling and one small next step.,synthetic_demo
S0472,U0077,SCN_002,easy,talk to friend,35,cope,5,3,5,2.0,Try naming your feeling and one small next step.,synthetic_demo
S0473,U0152,SCN_002,medium,quit,32,cope,5,3,3,2.7,Try naming your feeling and one small next step.,synthetic_demo
S0474,U0411,SCN_002,hard,গভীর শ্বাস,23,engage,4,3,2,2.7,Try naming your feeling and one small next step.,synthetic_demo
S0475,U0340,SCN_002,hard,talk to friend,13,help_seek,3,1,3,1.0,Try naming your feeling and one small next step.,synthetic_demo
S0476,U0191,SCN_006,medium,okay let me try,14,cope,2,5,2,3.3,Try naming your feeling and one small next step.,synthetic_demo
S0477,U0354,SCN_007,medium,এড়িয়ে,29,avoid,5,2,4,1.7,Try naming your feeling and one small next step.,synthetic_demo
S0478,U0483,SCN_002,easy,grounding,9,engage,2,3,5,1.0,Try naming your feeling and one small next step.,synthetic_demo
S0479,U0093,SCN_010,hard,I feel nervous,27,help_seek,5,3,5,2.0,Try naming your feeling and one small next step.,synthetic_demo
S0480,U0472,SCN_010,medium,deep breath,10,engage,5,5,1,4.7,Try naming your feeling and one small next step.,synthetic_demo
S0481,U0007,SCN_008,hard,ask for help,36,avoid,4,3,2,2.7,Try naming your feeling and one small next step.,synthetic_demo
S0482,U0247,SCN_006,medium,talk to friend,45,engage,3,2,5,1.0,Try naming your feeling and one small next step.,synthetic_demo
S0483,U0437,SCN_003,medium,ask for help,13,cope,5,3,1,3.3,Try naming your feeling and one small next step.,synthetic_demo
S0484,U0026,SCN_008,hard,can't do,17,engage,4,1,4,1.0,Try naming your feeling and one small next step.,synthetic_demo
S0485,U0411,SCN_007,hard,একটা কাজ করি,31,cope,5,3,2,3.0,Try naming your feeling and one small next step.,synthetic_demo
S0486,U0382,SCN_008,hard,okay let me try,4,cope,5,4,1,4.0,Try naming your feeling and one small next step.,synthetic_demo
S0487,U0423,SCN_007,easy,পারব না,41,help_seek,2,1,5,1.0,Try naming your feeling and one small next step.,synthetic_demo
S0488,U0187,SCN_009,easy,সাহায্য চাই,17,engage,4,5,2,4.0,Try naming your feeling and one small next step.,synthetic_demo
S0489,U0367,SCN_006,medium,I feel nervous,10,cope,4,3,5,1.7,Try naming your feeling and one small next step.,synthetic_demo
S0490,U0281,SCN_004,hard,deep breath,26,cope,4,4,2,3.3,Try naming your feeling and one small next step.,synthetic_demo
S0491,U0055,SCN_001,medium,গভীর শ্বাস,42,avoid,5,4,1,4.0,Try naming your feeling and one small next step.,synthetic_demo
S0492,U0423,SCN_004,easy,talk to friend,24,cope,5,2,3,2.0,Try naming your feeling and one small next step.,synthetic_demo
S0493,U0235,SCN_007,hard,ask for help,40,avoid,5,5,1,4.7,Try naming your feeling and one small next step.,synthetic_demo
S0494,U0430,SCN_008,hard,deep breath,33,avoid,5,5,1,4.7,Try naming your feeling and one small next step.,synthetic_demo
S0495,U0199,SCN_010,hard,গভীর শ্বাস,41,help_seek,2,5,1,3.7,Try naming your feeling and one small next step.,synthetic_demo
S0496,U0141,SCN_009,medium,এড়িয়ে,24,help_seek,3,2,5,1.0,Try naming your feeling and one small next step.,synthetic_demo
S0497,U0432,SCN_008,hard,grounding,38,help_seek,4,1,4,1.0,Try naming your feeling and one small next step.,synthetic_demo
S0498,U0352,SCN_009,medium,সাহায্য চাই,11,avoid,4,3,1,3.0,Try naming your feeling and one small next step.,synthetic_demo
S0499,U0288,SCN_009,medium,can't do,40,engage,4,3,3,2.3,Try naming your feeling and one small next step.,synthetic_demo
S0500,U0013,SCN_009,medium,run away,12,cope,2,2,3,1.0,Try naming your feeling and one small next step.,synthetic_demo
